dataset_file,tasks_count,distribution,objective,count_vm_1,count_vm_2,count_vm_3,count_vm_4,total_energy_consumption,simulation_time,all_vm_count,all_vm_mips,all_vm_cores,score,diff_energy_pct,diff_time_pct,diff_target_pct
12500_40_60.csv,12500,40/60,a,1,1,2,18,3.37,27.43,22,318000,84,5.048066,0.0,10.382294,4.761905
12500_30_70.csv,12500,30/70,a,1,1,2,18,3.55,28.83,22,318000,84,5.354267,0.0,16.062802,0.0
12500_20_80.csv,12500,20/80,a,1,1,1,20,3.8,29.21,23,338000,88,5.848424,0.0,17.545272,0.0
12500_10_90.csv,12500,10/90,a,1,1,1,24,4.02,26.1,27,402000,104,4.286086,0.5,4.358257,8.0
12500_0_100.csv,12500,0/100,a,1,1,1,24,4.24,27.52,27,402000,104,5.121676,0.952381,10.566493,3.846154
15000_100_0.csv,15000,100/0,a,1,1,2,11,2.55,31.53,15,206000,56,1.911469,0.0,5.734406,0.0
15000_90_10.csv,15000,90/10,a,1,1,2,12,2.78,31.92,16,222000,60,2.347418,0.0,7.042254,0.0
15000_80_20.csv,15000,80/20,a,1,1,2,13,3.01,32.38,17,238000,64,2.873756,0.0,8.621268,0.0
15000_70_30.csv,15000,70/30,a,1,1,2,14,3.26,32.9,18,254000,68,3.430551,0.0,10.291653,0.0
15000_60_40.csv,15000,60/40,a,1,1,1,16,3.53,33.29,19,274000,72,4.056287,0.569801,11.599061,0.0
15000_50_50.csv,15000,50/50,a,1,1,2,17,3.78,32.33,21,302000,80,4.436069,0.0,8.308208,5.0
15000_40_60.csv,15000,40/60,a,1,1,2,18,4.0,32.54,22,318000,84,3.052667,0.0,9.158001,0.0
15000_30_70.csv,15000,30/70,a,1,1,1,21,4.3,31.65,24,354000,92,3.658032,0.702576,5.923695,4.347826
15000_20_80.csv,15000,20/80,a,1,1,1,21,4.57,33.57,24,354000,92,4.349268,0.660793,12.38701,0.0
15000_10_90.csv,15000,10/90,a,1,1,1,24,4.8,31.14,27,402000,104,4.095557,0.0,4.286671,8.0
15000_0_100.csv,15000,0/100,a,1,1,2,23,5.04,32.91,27,398000,104,4.539779,0.0,9.773182,3.846154
17500_100_0.csv,17500,100/0,a,1,1,2,11,2.96,36.53,15,206000,56,1.63699,0.0,4.910971,0.0
17500_90_10.csv,17500,90/10,a,1,1,2,12,3.22,37.03,16,222000,60,2.105465,0.0,6.316394,0.0
17500_80_20.csv,17500,80/20,a,1,1,2,13,3.51,37.72,17,238000,64,2.881794,0.285714,8.359667,0.0
17500_70_30.csv,17500,70/30,a,1,1,1,15,3.83,38.28,18,258000,68,3.550506,0.524934,10.126582,0.0
17500_60_40.csv,17500,60/40,a,1,1,1,17,4.14,37.0,20,290000,76,2.412126,0.97561,6.26077,0.0
17500_50_50.csv,17500,50/50,a,1,1,2,17,4.39,37.49,21,302000,80,2.58695,0.0,7.760851,0.0
17500_40_60.csv,17500,40/60,a,1,1,2,18,4.69,38.17,22,318000,84,3.154574,0.0,9.463722,0.0
17500_30_70.csv,17500,30/70,a,1,1,1,20,4.98,38.34,23,338000,88,3.380255,0.0,10.140764,0.0
17500_20_80.csv,17500,20/80,a,1,1,1,23,5.36,36.23,26,386000,100,4.401653,0.94162,3.930006,8.333333
17500_10_90.csv,17500,10/90,a,1,1,2,23,5.55,36.29,27,398000,104,4.024089,0.0,4.072268,8.0
17500_0_100.csv,17500,0/100,a,1,1,1,24,5.87,38.11,27,402000,104,3.159015,0.34188,9.135166,0.0
20000_100_0.csv,20000,100/0,a,1,1,2,11,3.37,41.66,15,206000,56,1.575331,0.0,4.725993,0.0
20000_90_10.csv,20000,90/10,a,1,1,2,12,3.68,42.34,16,222000,60,2.118396,0.0,6.355187,0.0
20000_80_20.csv,20000,80/20,a,1,1,1,14,4.03,42.91,17,242000,64,2.640845,0.0,7.922535,0.0
20000_70_30.csv,20000,70/30,a,1,1,2,15,4.39,41.83,19,270000,72,1.911929,0.688073,5.047715,0.0
20000_60_40.csv,20000,60/40,a,1,1,1,17,4.7,41.93,20,290000,76,1.766282,0.0,5.298845,0.0
20000_50_50.csv,20000,50/50,a,1,1,2,17,4.99,42.64,21,302000,80,2.360623,0.0,7.081868,0.0
20000_40_60.csv,20000,40/60,a,1,1,2,18,5.3,43.09,22,318000,84,2.71921,0.0,8.157631,0.0
20000_30_70.csv,20000,30/70,a,1,1,2,19,5.65,43.81,23,334000,88,3.312422,0.0,9.937265,0.0
20000_20_80.csv,20000,20/80,a,1,1,2,21,6.02,42.72,25,366000,96,2.409639,0.0,7.228916,0.0
20000_10_90.csv,20000,10/90,a,1,1,2,23,6.35,41.52,27,398000,104,2.661535,0.0,4.13845,3.846154
20000_0_100.csv,20000,0/100,a,1,1,2,23,6.68,43.66,27,398000,104,3.141186,0.0,9.423559,0.0
